backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
122,,$,"Pin collection featuring pets including a variety of ferrets, pit bulls, parakeets, betta fishes and more!",1700,art,Beloved Pets Enamel Pin Collection - Version 3,3361,"
					Backers: 122,
					Funding: $3,361 of $1,700 (,197% funded,),
					Campaign Dates: May 29th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
28,games|tabletop games,€,Un jeu de société/d'ambiance qui s'appuie sur ce que vous pensez de vos proches et sur ce qu'ils pensent de vous,12000,games,"Jeu d'ambiance - ""nom secret""",862,"
					Backers: 28,
					Funding: €862 of €12,000 (,7% funded,),
					Campaign Dates: May 22nd -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
34,,$,A hard enamel pin of a magical night sky.,600,art,Magical Night Sky Enamel Pin,619,"
					Backers: 34,
					Funding: $619 of $600 (,103% funded,),
					Campaign Dates: May 18th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
21,,$,A Hard Enamel Pin Collection,200,art,Emotive Animals,425,"
					Backers: 21,
					Funding: $425 of $200 (,212% funded,),
					Campaign Dates: June 10th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
859,games|tabletop games,$,"Build your world, organize your notes, and run your own RPG content from a durable, fabric covered, lay-flat notebook.",15000,games,Worldbuilder's Notebook,29521,"
					Backers: 859,
					Funding: $29,521 of $15,000 (,196% funded,),
					Campaign Dates: May 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
4,games|tabletop games,$,"Cheat Chat is a fun chat game and icebreaker for friends, family, roommates or even strangers!",3000,games,Cheat Chat: Stay at home and have fun!,13,"
					Backers: 4,
					Funding: $13 of $3,000 (,0% funded,),
					Campaign Dates: April 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
56,technology|gadgets,$,Roboclean is an autonomous sterilizing robot that patiently cleans any surface you place it. Ideal for workplace and at home surfaces.,25000,technology,UVRoboclean: The Autonomous Sterilizing Robot,5446,"
					Backers: 56,
					Funding: $5,446 of $25,000 (,21% funded,),
					Campaign Dates: April 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Cancelled
19,music|country & folk,$,"Singer-Songwriter Jonny Gold's debut album ""The Fever"". An emotional 10 track exploration of identity, shame, religion, and dogma.",6000,music,"The Fever: Debut Album by Sad Cowboy, Jonny Gold",565,"
					Backers: 19,
					Funding: $565 of $6,000 (,9% funded,),
					Campaign Dates: May 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
4,,$,Animal Crossing themed hard enamel pin series!,300,art,Animal Crossing Friends Enamel Pins,57,"
					Backers: 4,
					Funding: $57 of $300 (,19% funded,),
					Campaign Dates: May 29th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
695,,$,Enamel pins for ATLA Fans!,500,art,Elemental Spirits Enamel Pins,29429,"
					Backers: 695,
					Funding: $29,429 of $500 (,5885% funded,),
					Campaign Dates: June 5th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
10,crafts|embroidery,,"Detrás de cada pieza hay arte, historia, tradiciones y sueños.",,crafts,LACANKÁ ARTE A MANO,,"
					Backers: 10,
					Funding: MX$4,916 of MX$112,300 (,4% funded,),
					Campaign Dates: May 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
82,fashion|accessories,$,Monster & dessert inspired enamel pin series,250,fashion,Dastardly Desserts: Enamel Pin Series,1912,"
					Backers: 82,
					Funding: $1,912 of $250 (,764% funded,),
					Campaign Dates: May 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
568,food|drinks,$,We're turning to our community for help. Assist us in getting back on our feet and enjoy some fun MBC experiences!,20000,food,Métier Brewing Co: Beer and Community for All,48374,"
					Backers: 568,
					Funding: $48,374 of $20,000 (,241% funded,),
					Campaign Dates: May 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
2,technology|hardware,€,Le but de ce projet est de gérer un aquarium eau douce ou eau de mer pour préserver leur équilibre et surveiller les paramètres,1000,technology,Gestionnaire aquarium,76,"
					Backers: 2,
					Funding: €76 of €1,000 (,7% funded,),
					Campaign Dates: April 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
8,film & video|shorts,€,"to continue shooting we still need Sound/ lights equipments, prop, customs, travel& accommodations for film crews & cast",700,film & video,Short Film ,752,"
					Backers: 8,
					Funding: €752 of €700 (,107% funded,),
					Campaign Dates: June 9th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
187,games|tabletop games,,"A Fun and Quick Board Game with Gnomes, Elves and Trolls in the Garden of Magic",,games,Gnome Elf Troll,,"
					Backers: 187,
					Funding: kr78,539 of kr65,000 (,120% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
1,publishing|young adult,€,I Mercenari di Naermir,1000,publishing,L'Alba della Luce Oscura - The Dawn of Dark Light,1,"
					Backers: 1,
					Funding: €1 of €1,000 (,0% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
31,fashion|footwear,$,Slipper Stars: Making Slippers Great Again!,50000,fashion,Slipper Stars: Presidential Footwear,40090,"
					Backers: 31,
					Funding: $40,090 of $50,000 (,80% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
112,design|product design,,PRC-Swiss Movement Powered Watch,,design,"Power of Resilience, Claro - A new way of telling time",,"
					Backers: 112,
					Funding: HK$210,411 of HK$201,912 (,104% funded,),
					Campaign Dates: May 20th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
9,technology|apps,€,"Based on a community spirit, this application aims to connect artists with each other.",4000,technology,Theartist - The first pro-social network for artists,276,"
					Backers: 9,
					Funding: €276 of €4,000 (,6% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
180,design|graphic design,$,A hard enamel pin collection to pay homage to what started it all: design humor for graphic designers and digital artists.,450,design,Creative Clout Hard Enamel Pin Collection,5374,"
					Backers: 180,
					Funding: $5,374 of $450 (,1194% funded,),
					Campaign Dates: May 19th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
176,,£,Japanese Yōkai animals - Hard enamel pin collection. A set of seven pins of Yōkai animals!,1000,art,Japanese Yōkai animals - Hard Enamel Pins,3423,"
					Backers: 176,
					Funding: £3,423 of £1,000 (,342% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
20,fashion|apparel,£,A series of mini enamel pins.,400,fashion,Mini Cats in Hats,542,"
					Backers: 20,
					Funding: £542 of £400 (,135% funded,),
					Campaign Dates: May 6th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
3,music|electronic music,€,"Help me to finish and release my new electronic music album ""Cinematic Tales""",1800,music,Mister Howington - Cinematic Tales Album,21,"
					Backers: 3,
					Funding: €21 of €1,800 (,1% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Cancelled
73,publishing|art books,€,un livre d'artiste à partir d'un travail réalisé à Rome,6000,publishing,LAVORI IN CORSO,6000,"
					Backers: 73,
					Funding: €6,000 of €6,000 (,100% funded,),
					Campaign Dates: May 30th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
45,technology|wearables,€,ECO Friendly | Comfortable fit | Reusable Mask | Washable | Trasparent material | Replaceable FFP2 filter,30000,technology,InvisiMask | Reusable Protective Face Mask,5215,"
					Backers: 45,
					Funding: €5,215 of €30,000 (,17% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
44,technology|wearables,€,Helping the fight against COVID-19 and future infections,20000,technology,Aware - a wristband that reminds you not to touch your face,2225,"
					Backers: 44,
					Funding: €2,225 of €20,000 (,11% funded,),
					Campaign Dates: May 26th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
13,fashion|apparel,$,Celebrate in style as we get crown Champions of England for the 19th Time!,2500,fashion,CHAMP19NS: The T-Shirt For Liverpool FC Fans,577,"
					Backers: 13,
					Funding: $577 of $2,500 (,23% funded,),
					Campaign Dates: June 13th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
1,technology|makerspaces,,Desk all in one / Escritorio todo en 1,,technology,dipz,,"
					Backers: 1,
					Funding: MX$19 of MX$70,200 (,0% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
24,design|product design,€,Leaunoir builds high-end heritage watches assembled in France with automatic Swiss movement.,75000,design,LEAUNOIR : Heritage Watches Assembled in France,11432,"
					Backers: 24,
					Funding: €11,432 of €75,000 (,15% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Cancelled
92,games|tabletop games,€,"I have created an exclusive abstract board game design  for two players, it is a fun, open and play stratergy game.",14350,games,"Attacktica, Pirates",9292,"
					Backers: 92,
					Funding: €9,292 of €14,350 (,64% funded,),
					Campaign Dates: May 9th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
4,art|illustration,$,A Vintage Shōjo inspired original Art by Michele Rave Grassani x Doki Doki Kawaii,750,art,♥ Romantic Notes ♥ Hard Enamel Pin series,44,"
					Backers: 4,
					Funding: $44 of $750 (,5% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
31,design|product design,£,"The Skyda Active Wallet fits seamlessly into your active lifestyle - storing you phone, wallet and keys in a weather-resistant case.",8600,design,Skyda Active Wallet,2010,"
					Backers: 31,
					Funding: £2,010 of £8,600 (,23% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
38,games|tabletop games,£,A strategic wargame about the Swedish invasion of Norway in 1718,1500,games,1718: Death of a King,2684,"
					Backers: 38,
					Funding: £2,684 of £1,500 (,178% funded,),
					Campaign Dates: June 10th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
218,music|hip-hop,€,"Il primo progetto di Hell On Mask, un viaggio tra musica, illustrazioni e racconti.",2000,music,Hell On Mask - Decameroom,7146,"
					Backers: 218,
					Funding: €7,146 of €2,000 (,357% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
1,publishing|radio & podcasts,$,The Mental Health Dude Podcast - Permission to Feel - Shining a light on the well being of all those who are suffering in silence,7500,publishing,PODCAST - www.mentalhealthdude.com - HOW ARE YOU FEELING?,1,"
					Backers: 1,
					Funding: $1 of $7,500 (,0% funded,),
					Campaign Dates: May 30th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Cancelled
153,design|product design,£,Reswirl is revolutionary. Send used brushes back to us for assured recycling. Biodegradable body will never become a future problem.,10000,design,Reswirl - the biodegradable plastic toothbrush,5389,"
					Backers: 153,
					Funding: £5,389 of £10,000 (,53% funded,),
					Campaign Dates: April 14th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
1,fashion|accessories,$,I would like to build an inspirational fragrance line capturing captivating scents that connect with people all over the globe,14000,fashion,Starting a captivating fragrance line,1,"
					Backers: 1,
					Funding: $1 of $14,000 (,0% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
284,games|tabletop games,$,Beast of Burden,500,games,WOR: Beast of Burden,10213,"
					Backers: 284,
					Funding: $10,213 of $500 (,2042% funded,),
					Campaign Dates: June 5th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
34,comics|anthologies,£,An illustrated book of short stories about monsters and cryptids.,150,comics,Here Be Dragons - A Collection Of Short,673,"
					Backers: 34,
					Funding: £673 of £150 (,448% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
8,technology|web,€,Explore the world following your rugby passion!,30000,technology,Rugby Backpack - Connecting rugby lovers around the world!,1058,"
					Backers: 8,
					Funding: €1,058 of €30,000 (,3% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
31,games|video games,€,A building/management game where you play as a commissioner. You must build your police station and respond to calls by sending units.,2000,games,Code 3,417,"
					Backers: 31,
					Funding: €417 of €2,000 (,20% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
2,journalism|audio,€,"Ausrüstung für die Podcast Idee, ""Migrationsstory""
Inhalt dieses Podcast ist es, Migrierte Personen aus Deutschland zu Interviewen.",400,journalism,Aus schock wird liebe - der MigrationsPodcast,11,"
					Backers: 2,
					Funding: €11 of €400 (,2% funded,),
					Campaign Dates: April 28th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
1,,$,"A cinematographic experience, that will take down the rabbit holes of our minds.
We are an independent team of individuals and misfits.",999,film & video,Beast or Preacher?,1,"
					Backers: 1,
					Funding: $1 of $999 (,0% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
3,crafts|candles,$,"Each subscription box is guided by a specific theme of inspiration, and transformation.",1000,crafts,JMCandles Subscription Box,61,"
					Backers: 3,
					Funding: $61 of $1,000 (,6% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
5,film & video|documentary,$,"Our team is producing a film titled “I Miss The Old Kanye"".  Watch the short 60 second clip for more context about our film!",6000,film & video,I Miss The Old Kanye,111,"
					Backers: 5,
					Funding: $111 of $6,000 (,1% funded,),
					Campaign Dates: May 18th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
25,crafts|stationery,$,A set of Greek greeting cards and stationery.,1000,crafts,Illustrated Cards by Vassi M Haros,1097,"
					Backers: 25,
					Funding: $1,097 of $1,000 (,109% funded,),
					Campaign Dates: May 30th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
2,photography|people,$,Honoring the brethren that have passed to the celestial lodge in the sky.,15000,photography,The Masonic Graveyard,26,"
					Backers: 2,
					Funding: $26 of $15,000 (,0% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
103,design|product design,$,"Enhance your patio with the FIRST bottle opener of it's kind. A must-have for any beer lover, family or host!",12000,design,TAP-A-ROUND - The 360° Patio Umbrella Bottle Opener,4290,"
					Backers: 103,
					Funding: $4,290 of $12,000 (,35% funded,),
					Campaign Dates: May 19th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
55234,design|product design,$,Just fill with water and the plant will take only what it needs to visibly grow & flourish on the exterior surface of the planter.,20000,design,terraplanter - visibly follow the journey from seed to plant,6391425,"
					Backers: 55234,
					Funding: $6,391,425 of $20,000 (,31957% funded,),
					Campaign Dates: May 5th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
36,comics|comic books,$,Talented voiceover actors and SFX bring this all-readers tale of never giving up on your dreams and Atlantic City destruction to life.,750,comics,BABY—A dramatic reading of an adorable graphic novel,1526,"
					Backers: 36,
					Funding: $1,526 of $750 (,203% funded,),
					Campaign Dates: May 29th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
2,technology|web,$,Thairapy intends to create an online educational platform for individuals combating with hair loss issues inside and out.,12500,technology,Thairapy Integrated Upgrade 1.0,101,"
					Backers: 2,
					Funding: $101 of $12,500 (,0% funded,),
					Campaign Dates: April 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
348,comics|anthologies,$,A collection of transgender and nonbinary led science fiction and fantasy stories about bicycling.,6000,comics,Trans-Galactic Bike Ride: Queer Feminist SFF Anthology,10227,"
					Backers: 348,
					Funding: $10,227 of $6,000 (,170% funded,),
					Campaign Dates: May 26th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
69,music|indie rock,$,Help support Mukiss' first self released EP!,2000,music,Happy Face Ep,3402,"
					Backers: 69,
					Funding: $3,402 of $2,000 (,170% funded,),
					Campaign Dates: May 12th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
9,music|pop,$,The long-awaited album by Ben Sluys.,60,music,Help Ben Release His Album,381,"
					Backers: 9,
					Funding: $381 of $60 (,635% funded,),
					Campaign Dates: May 30th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
1,technology|apps,,"Hi there, We are startup company from Hong Kong. We are looking some partners to work together for our iOS and android app which is cal",,technology,"O2O APP ""Ants Running """,,"
					Backers: 1,
					Funding: HK$10 of HK$5,000,000 (,0% funded,),
					Campaign Dates: April 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
118,music|blues,$,Help us release our debut album,4000,music,BLACK LUNG LUCY,4807,"
					Backers: 118,
					Funding: $4,807 of $4,000 (,120% funded,),
					Campaign Dates: May 20th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
16,games|puzzles,$,An event that has a hidden secret that can only be unlocked through intensive attention to detail and spans across various platforms,30000,games,If Only You Could Read This: A Story Begins,742,"
					Backers: 16,
					Funding: $742 of $30,000 (,2% funded,),
					Campaign Dates: May 5th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
176,design|product design,$,Get Clean & Green! Take care of your skin - and the planet - with Alpine's natural cleaning essentials in Plastic-Free packaging.,10000,design,"Modern, Organic, Plastic-Free Bodycare",46275,"
					Backers: 176,
					Funding: $46,275 of $10,000 (,462% funded,),
					Campaign Dates: May 19th -> June 19th (2020),
					Closed: Friday June 19th, 2020,
				",Closed
1178,art|digital art,£,"After such a huge success with the first edition, I'm bringing it back for a second print run!",35000,art,Solaris Tarot,99561,"
					Backers: 1178,
					Funding: £99,561 of £35,000 (,284% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
3,,$,Amelia Toffee Company could not buy sanitizing wipes for our kitchen so we made our own.  And it cleans so well we are selling to you!,15000,crafts,Amelia Toffee Company - Pivots,117,"
					Backers: 3,
					Funding: $117 of $15,000 (,0% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Cancelled
155,food|drinks,$,"Your favorite Bourbon or Whiskey - only smoother.  Like a mini-whiskey barrel, the Bourbon Bullet makes spirits smoother and better.",18000,food,The Bourbon Bullet - Whiskey Aging Bullet - Made by Veterans,10201,"
					Backers: 155,
					Funding: $10,201 of $18,000 (,56% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
1,technology|apps,$,"Loved Wunderlist? So did we.

Not satisfied with Microsoft's To Do replacement? Neither are we.

Let's rebuild Wunderlist!",152784,technology,Wunderlist Clone Replacement Relaunch,1,"
					Backers: 1,
					Funding: $1 of $152,784 (,0% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
67,games|playing cards,$,"Mermaid themed playing cards deck with hand drawn designs, in Black and Colored versions",2000,games,Mermaids: Hand drawn playing cards,2312,"
					Backers: 67,
					Funding: $2,312 of $2,000 (,115% funded,),
					Campaign Dates: June 5th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
7,art|illustration,$,Suggestive Magical Quotes Hard Enamel Pins,150,art,Suggestive Magical Quotes Hard Enamel Pins,120,"
					Backers: 7,
					Funding: $120 of $150 (,80% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
1,film & video|webseries,$,"I started a podcast that talks about real estate, the stock market, personal finance, investments, and business!",500,film & video,The P&B Show,1,"
					Backers: 1,
					Funding: $1 of $500 (,0% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
3,sculpture|childrenswear,€,Camisetas infantiles con diseños llamativos. Incorporan bolsillos según el dibujo para permitir a los niños/as guardar sus juguetes.,12000,sculpture,upspockets,12,"
					Backers: 3,
					Funding: €12 of €12,000 (,0% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
6,games|video games,£,We are creating a social platform for gamers.,100000,games,Interactive Social Platorm (for Gamers),1178,"
					Backers: 6,
					Funding: £1,178 of £100,000 (,1% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
416,games|tabletop games,$,A Practical Magic inspired Oracle Deck created to help you get in touch with your Inner Witch.,10000,games,Practical Magic : Inner Witch Oracle Deck,27538,"
					Backers: 416,
					Funding: $27,538 of $10,000 (,275% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
1791,,$,An e-spinner that turns animal and plant fiber into yarn.,30000,technology,Electric Eel Wheel 6.0,445893,"
					Backers: 1791,
					Funding: $445,893 of $30,000 (,1486% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
111,,,High resolution artworks for downloading and creative photography tutorial.,,photography,Small Cars with Big Imagination.,,"
					Backers: 111,
					Funding: MX$313,829 of MX$25,000 (,1255% funded,),
					Campaign Dates: May 19th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
0,publishing|children's books,€,An illustrated book for children from the age of 6 about Europe and the EU.,6600,publishing,Questions to Europe — A Children’s Book,0,"
					Backers: 0,
					Funding: €0 of €6,600 (,0% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Cancelled
1,publishing|fiction,$,"A hardcover fiction novel with approximately 300 pages. Professional line editing, copy editing, and proofreading are needed.",10500,publishing,from the author Holme Evans,1,"
					Backers: 1,
					Funding: $1 of $10,500 (,0% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
47,fashion|apparel,$,A collection of beautiful Animal-Divas!,800,fashion,Crossing Animal Divas Enamel Pins,1366,"
					Backers: 47,
					Funding: $1,366 of $800 (,170% funded,),
					Campaign Dates: May 29th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
4,games|tabletop games,,"Un multijugador que te pone en los pies de un Karmalience, preparate para ser parte del pueblo más bizarro y divertido.",,games,KARMALAND: THE BOARD GAME,,"
					Backers: 4,
					Funding: MX$739 of MX$2,381,000 (,0% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
2,,€,"Création graphique d'une image universelle, porteuse d'un message d'union et de tolérance, appliquée sur différents supports.",8500,social practice,"""TOUS UNIS"", LE LOGO UNIVERSEL",44,"
					Backers: 2,
					Funding: €44 of €8,500 (,0% funded,),
					Campaign Dates: May 16th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Cancelled
40,games|toys,$,"Hard enamel 2” pin with gold plating, featuring original fanart of Haku (the dragon) from Spirited Away.",600,games,Haku Dragon Spirit Enamel Pin,864,"
					Backers: 40,
					Funding: $864 of $600 (,144% funded,),
					Campaign Dates: June 8th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
15,art|illustration,£,An Inktober 2018 Art Zine,125,art,"Oh, the Horror Vol.2",140,"
					Backers: 15,
					Funding: £140 of £125 (,112% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
3,technology|apps,$,"online app, for the automotive sector to create original content, allow users to upload content, and a marketplace.",29700,technology,"autohaus, online automotive utopia",90,"
					Backers: 3,
					Funding: $90 of $29,700 (,0% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
232,games|tabletop games,$,Our first standalone game for Commands & Colors Tricorne covering the world of the Highland Clans in the time of the Jacobite Risings.,3500,games,Commands & Colors Tricorne: Jacobite Rising,26026,"
					Backers: 232,
					Funding: $26,026 of $3,500 (,743% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
134,,$,"A contemporary, fully illustrated version of the Eddaic poem Vǫlusp, the ancient Norse prophecy as told to the Viking god Odin.",12000,comics,Vǫluspá (Prophecy of the Seeress) - Fully Illustrated,12162,"
					Backers: 134,
					Funding: $12,162 of $12,000 (,101% funded,),
					Campaign Dates: May 6th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
17,fashion|accessories,$,We’ve used the most advanced science in order to create the most sophisticated fruit ever made. Do not purchase unless you’re famous.,100000,fashion,Luxury Cucumbers,5204,"
					Backers: 17,
					Funding: $5,204 of $100,000 (,5% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
1,,$,Recording Full Length Album of Americana/Folk Rock/ Indie Original Songs,6500,music,Hard Truths,1,"
					Backers: 1,
					Funding: $1 of $6,500 (,0% funded,),
					Campaign Dates: April 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Cancelled
8,film & video|animation,$,"An animated cartoon pilot with lovable cryptids and terrifying, lovecraftian monsters!",2500,film & video,Hudsonville,76,"
					Backers: 8,
					Funding: $76 of $2,500 (,3% funded,),
					Campaign Dates: April 27th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
296,,€,"The creation of a range of resin miniatures , in a dark fantasy world for painters and miniature game players.",2490,games,The legend of Minos,24236,"
					Backers: 296,
					Funding: €24,236 of €2,490 (,973% funded,),
					Campaign Dates: June 2nd -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
57,technology|hardware,$,"At Venatos, we are working towards creating a Canadian gaming peripheral brand, starting with the RGB Mouse Pad with Wireless Charging.",5000,technology,VENATOS RGB Mouse Pad with Wireless Charging,5538,"
					Backers: 57,
					Funding: $5,538 of $5,000 (,110% funded,),
					Campaign Dates: May 11th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
32,art|illustration,€,"Your donation will help me get these designs printed. Also, it will enable me to make a start with my online store.",1452,art,5 Gorgeously Illustrated Postcards,1465,"
					Backers: 32,
					Funding: €1,465 of €1,452 (,100% funded,),
					Campaign Dates: May 11th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
24,,$,Building a covered bench for my eagle scout project.,580,design,Covered Bench,617,"
					Backers: 24,
					Funding: $617 of $580 (,106% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
1609,design|product design,$,"Handled: camping pot gripper and fuel canister recycle tool - because you have your camp kitchen ""handled""",9540,design,Handled,53558,"
					Backers: 1609,
					Funding: $53,558 of $9,540 (,561% funded,),
					Campaign Dates: May 6th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
30,games|playing cards,€,A deck of nature inspired playing cards made of fully recycled paper. One tree will be planted for each deck sold!,1000,games,PLANT A TREE. Playing cards for reforestation,1103,"
					Backers: 30,
					Funding: €1,103 of €1,000 (,110% funded,),
					Campaign Dates: May 21st -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
6,fashion|apparel,$,"Hoodie Flags are an all-in-one flag, hoodie and cape that can be worn to stay on even when you're wildly cheering in the stands!",1000,fashion,"USA Hoodie Flag: The Official all-in-one Flag, Hoodie & Cape",199,"
					Backers: 6,
					Funding: $199 of $1,000 (,19% funded,),
					Campaign Dates: June 4th -> June 20th (2020),
					Closed: Saturday June 20th, 2020,
				",Closed
