backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
3,games|tabletop games,$,A space battle board game.,6600,games,Space Cruiser Battle - The board game.,3,"
					Backers: 3,
					Funding: $3 of $6,600 (,0% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Cancelled
3,crafts|candles,,Velas con causa,,crafts,bee light,,"
					Backers: 3,
					Funding: MX$39 of MX$9,300 (,0% funded,),
					Campaign Dates: March 29th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
4,technology|apps,$,The SarcMark is punctuation for sarcasm. This app will allow you to insert the SarcMark in text messages & on social media platforms.,1500,technology,SarcMark Mobile App,66,"
					Backers: 4,
					Funding: $66 of $1,500 (,4% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
78,design|product design,$,A minimalist pocket tool designed for a lifetime of utility.,6000,design,The Aleman Pocket Knife by Origin Handcrafted,13079,"
					Backers: 78,
					Funding: $13,079 of $6,000 (,217% funded,),
					Campaign Dates: March 11th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
14,film & video|shorts,$,Epidemic is a short film that follows an astronaut through empty Los Angeles streets following a deadly virus pandemic.,2500,film & video,EPIDEMIC // A Viral Film,2114,"
					Backers: 14,
					Funding: $2,114 of $2,500 (,84% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
28,food|vegan,$,"250+ slamming recipes with affordable, easily assessable ingredients for anyone, everywhere.",3000,food,F#$ING GOOD Vegan Food: The Cookbook,1433,"
					Backers: 28,
					Funding: $1,433 of $3,000 (,47% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Cancelled
2379,design|product design,,Use 3DFORT: The 3D printer that can turn your imagination into a reality,,design,3DFORT 3D printer--Print anything you want,,"
					Backers: 2379,
					Funding: HK$1,964,257 of HK$38,770 (,5066% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
6,design|product design,$,Vacuum seal your food in a second without spending hundreds of dollars.,30000,design,Dunk'N Save: The Efficient Vacuum Sealing Storage Bag,9158,"
					Backers: 6,
					Funding: $9,158 of $30,000 (,30% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
2,music|pop,€,"Das Nachfolgealbum zur 2019 veröffentlichen Finn Ritter-CD ""Orter""",5000,music,FINN RITTER ALBUM NR. 5,56,"
					Backers: 2,
					Funding: €56 of €5,000 (,1% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
5,food|small batch,$,Chocolate Continuous Tempering Machine,6000,food,"Cacao, Bean to Bar Equipment",86,"
					Backers: 5,
					Funding: $86 of $6,000 (,1% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
6,design|product design,$,New COB LED technology chandeliers that will inspire and make a difference.,10000,design,Wooden chandeliers with innovative COB LED lighting.,1004,"
					Backers: 6,
					Funding: $1,004 of $10,000 (,10% funded,),
					Campaign Dates: March 11th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
1,film & video|webseries,€,"Una piattaforma di streaming video in cui vengono pubblicati film e serie interpretate da influencer, trame originali a senso educativo",85500,film & video,Video Stars,1,"
					Backers: 1,
					Funding: €1 of €85,500 (,0% funded,),
					Campaign Dates: March 6th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
40,comics|comic books,$,A historical fiction comic set in Ancient Egypt.,2200,comics,Shadow of Alexandria,586,"
					Backers: 40,
					Funding: $586 of $2,200 (,26% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
26,design|product design,€,The Levia Deluxe Portoro version has a real gold-plating copper stem and a Portoro marble base.,5000,design,Levia Deluxe - levitating marble lamp,4651,"
					Backers: 26,
					Funding: €4,651 of €5,000 (,93% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
18,design|graphic design,$,Unique custom bike graphics displayed as wall art.,1750,design,Your Bike - Your Graphic,2266,"
					Backers: 18,
					Funding: $2,266 of $1,750 (,129% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
8,games|video games,€,"A new MMORPG Game based on RuneScape and World of Warcraft, but in Pokemon Style.",1500,games,Glory of Avalon,72,"
					Backers: 8,
					Funding: €72 of €1,500 (,4% funded,),
					Campaign Dates: February 27th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
1,music|rock,€,"Wir sind Buckets N Joints from Tel Aviv und unsere Leidenschaft ist Musik.
Wir planen im Juni auf Deutschlandtour zu gehen.",3000,music,Buckets N Joints Deutschlandtour 2020,1,"
					Backers: 1,
					Funding: €1 of €3,000 (,0% funded,),
					Campaign Dates: March 6th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Cancelled
22,,$,Enamel pins based on meaningful quotations from a certain ineffable television series.,2100,art,Ineffable Thoughts in Enamel,514,"
					Backers: 22,
					Funding: $514 of $2,100 (,24% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
218,games|tabletop games,$,An educational card game that will inspire you to save the bees and more!,6500,games,Pollinator Popcorn: A Trivia Game For Nature Lovers,10467,"
					Backers: 218,
					Funding: $10,467 of $6,500 (,161% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
1983,games|tabletop games,€,Print detailed props for your role-playing games!,400,games,3D Printable Fantasy Props,64620,"
					Backers: 1983,
					Funding: €64,620 of €400 (,16155% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
567,games|video games,€,"Solve ingenuous challenges in nature to catch, evolve and collect kawaii creatures on your device. It's a never-ending surprise egg!!",18000,games,The physical-digital virtual pet evolution game: Melbits POD,54385,"
					Backers: 567,
					Funding: €54,385 of €18,000 (,302% funded,),
					Campaign Dates: March 17th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
10,technology|web,$,We are building a new online home for the Arts Council! A one-stop-shop for art and all things creative for Southeast Missouri,2800,technology,Setting Our Sights on a New Website,536,"
					Backers: 10,
					Funding: $536 of $2,800 (,19% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
72,fashion|accessories,$,"designed with love, will they be yours?",600,fashion,[PINK DRAGONS] - evolution hard enamel pins,1706,"
					Backers: 72,
					Funding: $1,706 of $600 (,284% funded,),
					Campaign Dates: March 6th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Cancelled
5,fashion|pet fashion,€,"Existing materials such as unused clothing, jewelry or other small things will be converted into new animal fashion",1083,fashion,Upcycling Pet Fashion,171,"
					Backers: 5,
					Funding: €171 of €1,083 (,15% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
2,,$,Stickers! Lots and lots of stickers!,350,art,Stickers by Leechfinger Art,21,"
					Backers: 2,
					Funding: $21 of $350 (,6% funded,),
					Campaign Dates: February 27th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Cancelled
27,film & video|shorts,$,Help us finish the final step!,4000,film & video,A Parable For Winter | Music,4000,"
					Backers: 27,
					Funding: $4,000 of $4,000 (,100% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
2,fashion|apparel,$,A collection of stylish t-shirts developed with designs intended to bring awareness to COVID-19 and social distancing.,20000,fashion,COVID-19 T-shirts: Saving Lives and Social Distancing,2,"
					Backers: 2,
					Funding: $2 of $20,000 (,0% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Cancelled
3,fashion|apparel,$,Help take Cthulhu Goon to the next level!!,3813,fashion,Cthulhu Goon Merchandise,341,"
					Backers: 3,
					Funding: $341 of $3,813 (,8% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Cancelled
1,,€,Our Spring/Summer collection,3600,fashion,"Shop Our Spring/Summer Collection, Help a small brand.",1,"
					Backers: 1,
					Funding: €1 of €3,600 (,0% funded,),
					Campaign Dates: March 11th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
22,games|video games,$,You will receive a VR game that will randomly connect you with someone in the world and with whom you must solve 3 challenges.,24300,games,Human Connection,2580,"
					Backers: 22,
					Funding: $2,580 of $24,300 (,10% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
64,games|tabletop games,£,A fun and fast to play family board game with a wildlife and environment protection theme.,10000,games,Planet B Race,10517,"
					Backers: 64,
					Funding: £10,517 of £10,000 (,105% funded,),
					Campaign Dates: February 27th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
1054,fashion|apparel,€,"Designed to enjoy the outdoors. The jacket you need to go skiing, hiking or for everyday use. Ethically produced and made to last.",25000,fashion,CORTAZU: HIGH-QUALITY WINTER JACKETS AT A FAIR PRICE,395982,"
					Backers: 1054,
					Funding: €395,982 of €25,000 (,1583% funded,),
					Campaign Dates: March 3rd -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
100,,$,"A cool enamel FUF pin, made exclusively for PonyFest Online!",660,art,Fuf Pin,1799,"
					Backers: 100,
					Funding: $1,799 of $660 (,272% funded,),
					Campaign Dates: March 30th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
3,technology|apps,$,A mobile app to help those suffering from mental illness! Build your support system through us and start a journey to a new you.,25000,technology,Protecc,401,"
					Backers: 3,
					Funding: $401 of $25,000 (,1% funded,),
					Campaign Dates: March 11th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Cancelled
2,film & video|animation,$,"An animation as a music video for one of my songs on my upcoming EP. (EP will be out March 20,2020 on Spotify)",500,film & video,Unfettered Heart,2,"
					Backers: 2,
					Funding: $2 of $500 (,0% funded,),
					Campaign Dates: March 16th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
13,games|video games,,A challenging Metroidvania with focus on platforming and agile combat.,,games,Adventures of Greencap,,"
					Backers: 13,
					Funding: kr2,070 of kr120,000 (,1% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Cancelled
13,fashion|apparel,$,Lifestyle brand dedicated to the road trip lifestyle. Starting with a series of old state license plate inspired trucker style caps,3800,fashion,Old Road Brand,507,"
					Backers: 13,
					Funding: $507 of $3,800 (,13% funded,),
					Campaign Dates: March 26th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
3,design|product design,$,A device that records any sound and plays back that sound when motion is detected,8400,design,"RSP: Record, Sense, and Playback",93,"
					Backers: 3,
					Funding: $93 of $8,400 (,1% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
6,fashion|apparel,$,"Stay at-home mother, curently with a fractured spine. Striving to use my favorite hobby to bring in extra income. -Aspiring Buisness",600,fashion,A Brighter Future One Crochet Item At A Time!,64,"
					Backers: 6,
					Funding: $64 of $600 (,10% funded,),
					Campaign Dates: February 25th -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
93,crafts|woodworking,€,Fine Handmade Banjoleles,10000,crafts,Handmade Banjoleles | WAIZ,14059,"
					Backers: 93,
					Funding: €14,059 of €10,000 (,140% funded,),
					Campaign Dates: March 31st -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
31,design|product design,,It allows you to hang a magazine- or book-spread as a painting on the wall. Designed and made in Sweden by Etti Design,,design,"Magazine Wall Hanger WIDE, a frame for magazines",,"
					Backers: 31,
					Funding: kr8,505 of kr8,500 (,100% funded,),
					Campaign Dates: April 2nd -> April 25th (2020),
					Closed: Saturday April 25th, 2020,
				",Closed
